system,appl_id,fiscal_year,project_num,core_project_num,project_title,award_amount,direct_cost,indirect_cost,project_start_date,project_end_date,award_notice_date,agency_ic_admin,pi_names,org_name,org_city,org_state,project_detail_url,abstract_text
Spectrum Health,8660508,2013,1H79TI024706-01,H79TI024706,OTP EHR Continuity of Care Implementation and Upgrade Project,,,,2013-07-01T00:00:00,2014-06-30T00:00:00,2013-06-28T00:00:00,Substance Abuse and Mental Health Services Administration,Jason  Montville,"SPECTRUM HEALTH SYSTEMS, INC.",WORCESTER,MA,https://reporter.nih.gov/project-details/8660508,
Beaumont Health,8723041,2014,5R01AG043383-02,R01AG043383,Group Learning Achieves Decreased Incidents of Lower Urinary Symptoms,1328666,1205529,123137,2013-09-01T00:00:00,2015-12-31T00:00:00,2014-09-20T00:00:00,National Institute on Aging,KATHRYN Larsen BURGIO; ANANIAS C DIOKNO; Diane K. Newman; CAROLYN M SAMPSELLE,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/8723041,"   
DESCRIPTION (provided by applicant): Urinary Incontinence (UI) is a prevalent condition that diminishes quality of life in older women at tremendous social and economic costs. Although there are several therapeutic options available, behavioral treatments are recommended by most evidence-based guidelines as an initial approach to treatment for stress, urgency, and mixed UI. Behavioral treatments are usually delivered in individualized visits in medical offices, but a group session model of care delivery has been shown to be effective. Based on promising outcomes in our pilot studies using a novel group treatment approach, we were awarded a planning grant to assemble an interdisciplinary team of experts and develop a multi-center randomized controlled trial (RCT). The proposed study is a three-site RCT to compare the effectiveness and cost-effectiveness of a group-administered behavioral treatment program to no treatment. Women with stress, urgency, or mixed UI will be recruited and screened centrally, evaluated clinically at each of three study sites, and randomly assigned to one of two treatment arms:  1) Group behavioral treatment (GBT) or  2) No treatment. Outcomes will be assessed at 3-, 6-, 9-, and 12-months post-randomization. The primary outcome will be self- reported UI severity as measured by the International Consultation on Incontinence Questionnaire-UI Short Form (ICI-Q), a validated measure for research and practice. Secondary outcome measures will assess frequency of incontinence episodes, volume of urine loss, type of incontinence, pelvic floor muscle strength, patient satisfaction, patient perception of improvement, impact on quality of life, and cost-effectiveness. Once standardized with data to support its clinical effectiveness and cost-effectiveness, group treatment modalities have potential to reach a larger population of older women with UI, not only in traditional medical settings, but also in community settings, significantly reducing the human and economic burden of UI on patients, health care providers, and the health care system as a whole. PHS 398/2590 (Rev. 06/09) Page Continuation Format Page   
   
"
Beaumont Health,8727133,2013,3U10CA095860-12S1,U10CA095860,Beaumont Community Clinical Oncology Program,125000,125000,0,2002-06-27T00:00:00,2015-05-31T00:00:00,2013-09-09T00:00:00,National Cancer Institute,John M Robertson,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/8727133,"  
DESCRIPTION (provided by applicant): William Beaumont Hospital (BH), located in the northwest Detroit suburb of Royal Oak, Michigan (1061 beds), in the rapidly growing suburb of Troy, Michigan (361 beds), and the metropolitan setting of Grosse Pointe, Michigan (289 beds), continues to be a highly productive contributor to the NCI's Community Clinical Oncology Program. Against the diverse tri-county backdrop of Wayne, Oakland and Macomb Counties, with a combined population of 4.5 million people, BH diagnoses and cares for over 5000 new cancer cases each year. Beaumont CCOP (B-CCOP) offers over 80 multi-disciplinary investigators in 14 specialty departments to provide this care. Since the renewal of B-CCOP funding in 2005 we have accrued a total of 730.1 treatment credits and 1263.0 cancer control credits for an impressive total of 1993.1 credits, making this a very productive grant period. Current results show strong indications that we will continue this outstanding accrual with the addition of a component site, Botsford Hospital, and the opening of a CCOP site at Beaumont, Grosse Pointe. Our goals remain the same: to increase enrollment of patients to treatment and cancer control studies, carefully following patients and participants currently on study, and to further build our outreach into our diverse communities. The specific aims of the program are to reduce cancer incidence, morbidity and mortality by accelerating the transfer of newly developed cancer prevention therapies, to improve early detection rates, and to facilitate patient treatment management, rehabilitation, and the dissemination of scientific results to the profession and to the general public. To facilitate this process B-CCOP is supported by a central office, an experienced Institutional Review Board, a dedicated investigational pharmacy, and a group of leadership committees commissioned to support protocol review and implementation, financial management and the CCOP goals and direction. Our mission: ""Cancer Clinical Trials Office at Beaumont Hospitals provides research to our community with dignity, compassion, hope and excellence in service"".   
  
RELEVANCE: B-CCOP's goal of increasing community oncologists' involvement in state of the art cancer prevention, control and treatment trials serving a wide segment of our population, including minorities, women, and other underserved populations continues to be relevant today. B-CCOP's community presence accelerates the transfer of knowledge gained from clinical trials to community oncology practices and our diverse population.   
    

"
Corewell Health,8790594,2014,1UG1CA189860-01,UG1CA189860,Cancer Research Consortium of West Michigan (CRCWM),2073804,1492048,581756,2014-08-01T00:00:00,2019-07-31T00:00:00,2014-07-31T00:00:00,National Cancer Institute,Gilbert Darin Anthony Padula,COREWELL HEALTH,Grand Rapids,MI,https://reporter.nih.gov/project-details/8790594,"   
DESCRIPTION (provided by applicant): The Cancer Research Consortium of West Michigan (CRCWM), formed by two experienced Clinical Community Oncology Programs (CCOPs), a NCI Community Cancer Centers Program, one medical school  and a basic science institute is ideally positioned to fulfill the role of a NCORP. CRCWM has a committed  group of eleven health systems, 90+ knowledgeable investigators and a well-established administrative  structure. CRCWM is a large accrue to NCI clinical trials and is able to enroll minorities, underserved and  rural individuals. As demonstrated in this application, CRCWM is experienced in Cancer Care Delivery  Research (CCDR) and committed to further development of resources to make additional contributions to  this NCI initiative.  The specific aims of the CRCWM are:  1. To maximize the accrual of patients to cancer clinical trials sponsored by the National Cancer Institute.  2. To become strong contributors to Cancer Care Delivery Research (CCDR).  3. To address health care disparities by expanding accrual of underserved and minority populations through  enhanced relationships with community partners.  4. To maximize the adoption of NCI scientific findings into clinical care through education and engagement  of clinical partners and health systems.  5. To expand our network and health system partnerships (rural and urban, large and small) in order to bring NCI clinical trials and education to targeted populations.  6. T develop and mentor young investigators and expand our leadership roles in the emerging National  Clinical Trials Network (NCTN) in order to optimize our contribution to the national scientific agenda.   
   
"
Beaumont Health,8790805,2014,1UG1CA190002-01,UG1CA190002,Beaumont NCI Community Oncology Research Program,857511,679073,178438,2014-08-01T00:00:00,2019-07-31T00:00:00,2014-08-01T00:00:00,National Cancer Institute,John M Robertson,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/8790805,"   
DESCRIPTION (provided by applicant): Beaumont Health Systems located in the northwest Detroit suburb of Royal Oak, Michigan, in the rapidly growing suburb of Troy, Michigan and the metropolitan setting of Grosse Pointe, Michigan continues has  been productive contributor to the NCI's Community Clinical Oncology Program since 2002. Against the diverse tri-county backdrop of Wayne, Oakland and Macomb Counties, with a combined population of 4.5 million people, Beaumont diagnoses and cares for over 5000 new cancer cases each year. Beaumont CCOP (B-CCOP) offers over 80 multi-disciplinary investigators in 14 specialty departments to provide this  care. In the years as a CCOP we have expanded our Clinical Trial Services to include Beaumont, Grosse Pointe and Botsford Hospital. Our goals remain the same: to increase enrollment of patients to treatment and cancer control studies, carefully following patients and participants currently on study, and to further  build our outreach into our diverse communities. The specific aims of the program are to reduce cancer incidence, morbidity and mortality by accelerating the transfer of newly developed cancer prevention  therapies, to improve early detection rates, and to facilitate patient treatment management, rehabilitation,  and the dissemination of scientific results to the profession and to the general public.  Leaders understand the fine-tuning and refocus that brings community-based research to the blend of  clinical studies and cancer care delivery research (CCDR) called for in the NCORP Guidelines. Beaumont  NCORP embraces the new aims related to CCDR including: Supporting quality care within the catchment  area communities through rapid adoption by affiliated community physicians of clinical trials results and  Taking a leadership role to introduce effective cancer care delivery research that investigates how social  factors, financing systems, organizational structure and processes, health technologies, and provider  interactions affect cancer care's quality, cost, outcomes and accessibility.   
   
"
Corewell Health,8798601,2015,5R01CA138401-06,R01CA138401,HSP27: A modulator and therapeutic target of SPARC-induced glioma invasion.,299552,207500,92052,2011-01-04T00:00:00,2015-12-31T00:00:00,2014-12-24T00:00:00,National Cancer Institute,SANDRA ANN REMPEL,COREWELL HEALTH,Grand Rapids,MI,https://reporter.nih.gov/project-details/8798601,"DESCRIPTION (provided by applicant): Glioblastomas (GBMs) are the most malignant brain tumors. Patients rarely survive more than a year after the initial diagnosis, primarily due to the highly infiltrative/invasive behavior of these tumors, and their resistance to chemotherapy. The proposed studies arise from our efforts to understand the invasive properties of gliomas as an approach to identify unique therapeutic targets. One of the targets we have identified is Secreted Protein Acidic and Rich in Cysteine (SPARC), which is a matricellular protein that is secreted into the extracellular matrix. We have demonstrated that SPARC is highly expressed in gliomas, and that it promotes glioma invasion in vitro and in vivo. Furthermore, we found that SPARC induces migration and invasion via the activation of p38 MAPK-MAPKAPK2-HSP27 signaling pathway. HSP27 is a member of the small heat shock proteins that function to modulate the actin cytoskeleton and migration. We have demonstrated that inhibition of HSP27 suppresses SPARC-induced changes in cell morphology, migration and invasion in vitro in PTEN- null glioma cells. We have also demonstrated that the re-expression of PTEN, a tumor suppressor gene commonly lost or mutated in glioblastomas, suppresses SPARC-induced migration in vitro and invasion in vivo. We therefore propose that PTEN loss enables SPARC-induced migration and invasion via phosphorylation of HSP27. To test this hypothesis we propose the following aims. SPECIFIC AIM 1: Characterize SPARC- induced activation of HSP27 in the absence or presence of PTEN in cell lines and human tissues. SPECIFIC AIM 2: Determine whether inhibition of HSP27 alone, or in combination with radiation and/or chemotherapy, reduces tumor survival in vitro using tumor cells with different SPARC and PTEN status. SPECIFIC AIM 3: Determine whether inhibition of HSP27 alone, or in combination with radiation and/or chemotherapy, reduces SPARC-induced tumor cell invasion and survival in vivo and increases animal survival, using tumor cells with different PTEN status. We propose that pHSP27 inhibition in the commonly occurring SPARC-positive, PTEN-deleted GBMs can have a significant impact on inhibiting glioma cell invasion and is an important clinical strategy for glioma patients.  
  
"
Beaumont Health,8850979,2014,3U10CA095860-12S2,U10CA095860,Beaumont Community Clinical Oncology Program,129070,85278,44344,2002-06-27T00:00:00,2015-05-31T00:00:00,2014-05-29T00:00:00,National Cancer Institute,John M Robertson,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/8850979,"DESCRIPTION (provided by applicant): William Beaumont Hospital (BH), located in the northwest Detroit suburb of Royal Oak, Michigan (1061 beds), in the rapidly growing suburb of Troy, Michigan (361 beds), and the metropolitan setting of Grosse Pointe, Michigan (289 beds), continues to be a highly productive contributor to the NCI's Community Clinical Oncology Program. Against the diverse tri-county backdrop of Wayne, Oakland and Macomb Counties, with a combined population of 4.5 million people, BH diagnoses and cares for over 5000 new cancer cases each year. Beaumont CCOP (B-CCOP) offers over 80 multi-disciplinary investigators in 14 specialty departments to provide this care. Since the renewal of B-CCOP funding in 2005 we have accrued a total of 730.1 treatment credits and 1263.0 cancer control credits for an impressive total of 1993.1 credits, making this a very productive grant period. Current results show strong indications that we will continue this outstanding accrual with the addition of a component site, Botsford Hospital, and the opening of a CCOP site at Beaumont, Grosse Pointe. Our goals remain the same: to increase enrollment of patients to treatment and cancer control studies, carefully following patients and participants currently on study, and to further build our outreach into our diverse communities. The specific aims of the program are to reduce cancer incidence, morbidity and mortality by accelerating the transfer of newly developed cancer prevention therapies, to improve early detection rates, and to facilitate patient treatment management, rehabilitation, and the dissemination of scientific results to the profession and to the general public. To facilitate this process B-CCOP is supported by a central office, an experienced Institutional Review Board, a dedicated investigational pharmacy, and a group of leadership committees commissioned to support protocol review and implementation, financial management and the CCOP goals and direction. Our mission: ""Cancer Clinical Trials Office at Beaumont Hospitals provides research to our community with dignity, compassion, hope and excellence in service"".   
  
RELEVANCE: B-CCOP's goal of increasing community oncologists' involvement in state of the art cancer prevention, control and treatment trials serving a wide segment of our population, including minorities, women, and other underserved populations continues to be relevant today. B-CCOP's community presence accelerates the transfer of knowledge gained from clinical trials to community oncology practices and our diverse population."
Corewell Health,8854484,2014,3U10CA035178-30S1,U10CA035178,GRAND RAPIDS CLINICAL ONCOLOGY PROGRAM,219652,156363,63289,1987-06-01T00:00:00,2014-07-31T00:00:00,2014-05-29T00:00:00,National Cancer Institute,Gilbert Darin Anthony Padula,COREWELL HEALTH,Grand Rapids,MI,https://reporter.nih.gov/project-details/8854484,"DESCRIPTION (provided by applicant): The Grand Rapids Clinical Oncology Program (GRCOP) has achieved a national reputation for excellence in community cancer care through its 34-year participation in programs of the National Cancer Institute. The GRCOP comprises a consortium of seven health care systems/hospitals in Western and Northern Lower Michigan and seeks to continue to meet the community's need for innovative and relevant studies of promising therapeutic modalities and cancer controls research. The ongoing mission of the Grand Rapids Clinical Oncology Program is to assure that every person in the region served is provided an opportunity for participation in national cancer prevention and treatment clinical trials. Additionally, it is a major educational resource for professional and laypersons alike regarding cancer and the NCI clinical trials program. This grant application encompasses and articulates an ever-expanding vision for the GRCOP. Key strategies to increase patient access and accrual to research protocols include: (1) expansion of on-site screening and patient identification for enrollment in research protocols; (2) strengthening referral systems for symptom management trials to include physician specialists and allied health professionals; (3) maintaining a protocol menu that is comprehensive yet efficient to administer; (4) expansion of the Radiation Therapy Oncology Group (RTOG) as a research base for all component sites; (5) implementing a targeted clinical trials program for adolescents/young adults with increased protocol availability for this population. Strategic initiatives to increase access to and participation in cancer clinical trials by underserved and minority populations include alignment with community organizations; a key element in this regard will be the work of the GRCOP Patient Advisory Board. An expanding focus on the growing Hispanic/Latino population is planned. Of importance during this upcoming grant cycle will be the GRCOP's ongoing development of the GRCOP website in order to improve the efficiency and cost-effectiveness of clinical trial administration and regulatory compliance."
Corewell Health,8901100,2015,5UG1CA189860-02,UG1CA189860,Cancer Research Consortium of West Michigan (CRCWM),1959304,1512213,576770,2014-08-01T00:00:00,2019-07-31T00:00:00,2015-08-20T00:00:00,National Cancer Institute,KATHLEEN YOST BUTLER,COREWELL HEALTH,Grand Rapids,MI,https://reporter.nih.gov/project-details/8901100,"DESCRIPTION (provided by applicant): The Cancer Research Consortium of West Michigan (CRCWM), formed by two experienced Clinical Community Oncology Programs (CCOPs), a NCI Community Cancer Centers Program, one medical school  and a basic science institute is ideally positioned to fulfill the role of a NCORP. CRCWM has a committed  group of eleven health systems, 90+ knowledgeable investigators and a well-established administrative  structure. CRCWM is a large accrue to NCI clinical trials and is able to enroll minorities, underserved and  rural individuals. As demonstrated in this application, CRCWM is experienced in Cancer Care Delivery  Research (CCDR) and committed to further development of resources to make additional contributions to  this NCI initiative.  The specific aims of the CRCWM are:  1. To maximize the accrual of patients to cancer clinical trials sponsored by the National Cancer Institute.  2. To become strong contributors to Cancer Care Delivery Research (CCDR).  3. To address health care disparities by expanding accrual of underserved and minority populations through  enhanced relationships with community partners.  4. To maximize the adoption of NCI scientific findings into clinical care through education and engagement  of clinical partners and health systems.  5. To expand our network and health system partnerships (rural and urban, large and small) in order to bring NCI clinical trials and education to targeted populations.  6. T develop and mentor young investigators and expand our leadership roles in the emerging National  Clinical Trials Network (NCTN) in order to optimize our contribution to the national scientific agenda."
Beaumont Health,8902098,2015,5UG1CA190002-02,UG1CA190002,Beaumont NCI Community Oncology Research Program,757511,741217,178438,2014-08-01T00:00:00,2019-07-31T00:00:00,2015-07-30T00:00:00,National Cancer Institute,John M Robertson,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/8902098,"DESCRIPTION (provided by applicant): Beaumont Health Systems located in the northwest Detroit suburb of Royal Oak, Michigan, in the rapidly growing suburb of Troy, Michigan and the metropolitan setting of Grosse Pointe, Michigan continues has  been productive contributor to the NCI's Community Clinical Oncology Program since 2002. Against the diverse tri-county backdrop of Wayne, Oakland and Macomb Counties, with a combined population of 4.5 million people, Beaumont diagnoses and cares for over 5000 new cancer cases each year. Beaumont CCOP (B-CCOP) offers over 80 multi-disciplinary investigators in 14 specialty departments to provide this  care. In the years as a CCOP we have expanded our Clinical Trial Services to include Beaumont, Grosse Pointe and Botsford Hospital. Our goals remain the same: to increase enrollment of patients to treatment and cancer control studies, carefully following patients and participants currently on study, and to further  build our outreach into our diverse communities. The specific aims of the program are to reduce cancer incidence, morbidity and mortality by accelerating the transfer of newly developed cancer prevention  therapies, to improve early detection rates, and to facilitate patient treatment management, rehabilitation,  and the dissemination of scientific results to the profession and to the general public.  Leaders understand the fine-tuning and refocus that brings community-based research to the blend of  clinical studies and cancer care delivery research (CCDR) called for in the NCORP Guidelines. Beaumont  NCORP embraces the new aims related to CCDR including: Supporting quality care within the catchment  area communities through rapid adoption by affiliated community physicians of clinical trials results and  Taking a leadership role to introduce effective cancer care delivery research that investigates how social  factors, financing systems, organizational structure and processes, health technologies, and provider  interactions affect cancer care's quality, cost, outcomes and accessibility."
Beaumont Health,8911542,2015,2R13AG047010-02,R13AG047010,Congress of Urologic Research and Education on Aging UnderActive Bladder Series (CURE-UAB),50000,50000,0,2014-01-01T00:00:00,2020-05-31T00:00:00,2015-06-11T00:00:00,National Institute on Aging,MICHAEL B CHANCELLOR,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/8911542,"ï»¿   
DESCRIPTION (provided by applicant): Aging Underactive Bladder (UAB) is a complex constellation of symptoms that significantly decreases the quality of life of those affected, but there are very few treatment options. As a result, patients who suffer from UAB are managed with in-dwelling catheters, clean intermittent catheterization, or must wear diapers. Use of these devices creates immense difficulties and challenges for elderly individual and their caretakers. UAB patients using catheters to ensure the emptying of their bladders also face long-term medical difficulties, including inflammation and discomfort, the potential for injury, and an increased risk of bacterial infection. Urinary tract infections can lead to kidney damage and blood infections. In addition, for many individuals, the use of catheters is a cause for embarrassment and can negatively impact their work and home life.  Indeed, for many patients with underactive bladder, the emotional effects of the disease can feel just as devastating as the physical effects. And for older patients, it can have a major impact on quality of life. In fact, lss of bladder control is the second most common reason for nursing home placement of the elderly. Finding a way to stem these bladder issues would allow millions more older adults to remain independent and experience life without the worry and embarrassment associated with bladder control dysfunction. Yet, this important issue remains below the radar of most experts and the public.  The Congress of Urologic Research and Education on Aging UnderActive Bladder Series (CURE-UAB) seeks to continue to provide a forum for physicians, researchers, and public stakeholders to discuss and promote research and education on the aging UAB. Building off the success of the 1st CURE-UAB, which was supported, in part, by the NIA (1R13AG047010-01), the CURE-UAB Series will continue to educate and promote research as the only international forum to unite key stakeholders of UAB from the public, academia, industry, and government. The series will feature three additional meetings over a five year span in Denver, CO; Seattle, WA; and Washington DC. The series will be designed based on a consensus of experts in the field spanning the medical disciplines of geriatric medicine, urology, gynecology and nursing. Our team at Beaumont, with an experienced research team and expert collaborators including public and patient representation from the American Urological Association (AUA) and the Underactive Bladder Foundation, has the unique talent to successfully complete this project.   
   
"
Beaumont Health,8923385,2014,3UG1CA190002-01S1,UG1CA190002,Beaumont NCI Community Oncology Research Program,125000,125000,,2014-08-01T00:00:00,2015-07-31T00:00:00,2014-09-09T00:00:00,National Cancer Institute,John M Robertson,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/8923385,"DESCRIPTION (provided by applicant): Beaumont Health Systems located in the northwest Detroit suburb of Royal Oak, Michigan, in the rapidly growing suburb of Troy, Michigan and the metropolitan setting of Grosse Pointe, Michigan continues has  been productive contributor to the NCI's Community Clinical Oncology Program since 2002. Against the diverse tri-county backdrop of Wayne, Oakland and Macomb Counties, with a combined population of 4.5 million people, Beaumont diagnoses and cares for over 5000 new cancer cases each year. Beaumont CCOP (B-CCOP) offers over 80 multi-disciplinary investigators in 14 specialty departments to provide this  care. In the years as a CCOP we have expanded our Clinical Trial Services to include Beaumont, Grosse Pointe and Botsford Hospital. Our goals remain the same: to increase enrollment of patients to treatment and cancer control studies, carefully following patients and participants currently on study, and to further  build our outreach into our diverse communities. The specific aims of the program are to reduce cancer incidence, morbidity and mortality by accelerating the transfer of newly developed cancer prevention  therapies, to improve early detection rates, and to facilitate patient treatment management, rehabilitation,  and the dissemination of scientific results to the profession and to the general public.  Leaders understand the fine-tuning and refocus that brings community-based research to the blend of  clinical studies and cancer care delivery research (CCDR) called for in the NCORP Guidelines. Beaumont  NCORP embraces the new aims related to CCDR including: Supporting quality care within the catchment  area communities through rapid adoption by affiliated community physicians of clinical trials results and  Taking a leadership role to introduce effective cancer care delivery research that investigates how social  factors, financing systems, organizational structure and processes, health technologies, and provider  interactions affect cancer care's quality, cost, outcomes and accessibility."
Corewell Health,8927724,2014,3UG1CA189860-01S1,UG1CA189860,Cancer Research Consortium of West Michigan (CRCWM),50000,32467,17533,2014-08-01T00:00:00,2019-07-31T00:00:00,2014-09-17T00:00:00,National Cancer Institute,Gilbert Darin Anthony Padula,COREWELL HEALTH,Grand Rapids,MI,https://reporter.nih.gov/project-details/8927724,"DESCRIPTION (provided by applicant): The Cancer Research Consortium of West Michigan (CRCWM), formed by two experienced Clinical Community Oncology Programs (CCOPs), a NCI Community Cancer Centers Program, one medical school  and a basic science institute is ideally positioned to fulfill the role of a NCORP. CRCWM has a committed  group of eleven health systems, 90+ knowledgeable investigators and a well-established administrative  structure. CRCWM is a large accrue to NCI clinical trials and is able to enroll minorities, underserved and  rural individuals. As demonstrated in this application, CRCWM is experienced in Cancer Care Delivery  Research (CCDR) and committed to further development of resources to make additional contributions to  this NCI initiative.  The specific aims of the CRCWM are:  1. To maximize the accrual of patients to cancer clinical trials sponsored by the National Cancer Institute.  2. To become strong contributors to Cancer Care Delivery Research (CCDR).  3. To address health care disparities by expanding accrual of underserved and minority populations through  enhanced relationships with community partners.  4. To maximize the adoption of NCI scientific findings into clinical care through education and engagement  of clinical partners and health systems.  5. To expand our network and health system partnerships (rural and urban, large and small) in order to bring NCI clinical trials and education to targeted populations.  6. T develop and mentor young investigators and expand our leadership roles in the emerging National  Clinical Trials Network (NCTN) in order to optimize our contribution to the national scientific agenda."
Beaumont Health,8930701,2016,4R01AG043383-03,R01AG043383,Group Learning Achieves Decreased Incidents of Lower Urinary Symptoms,1161254,1050268,110986,2013-09-01T00:00:00,2017-12-31T00:00:00,2016-02-03T00:00:00,National Institute on Aging,KATHRYN Larsen BURGIO; ANANIAS C DIOKNO; Lisa Kane Low; Diane K. Newman,WILLIAM BEAUMONT HOSPITAL RESEARCH INST,ROYAL OAK,MI,https://reporter.nih.gov/project-details/8930701,"DESCRIPTION (provided by applicant): Urinary Incontinence (UI) is a prevalent condition that diminishes quality of life in older women at tremendous social and economic costs. Although there are several therapeutic options available, behavioral treatments are recommended by most evidence-based guidelines as an initial approach to treatment for stress, urgency, and mixed UI. Behavioral treatments are usually delivered in individualized visits in medical offices, but a group session model of care delivery has been shown to be effective. Based on promising outcomes in our pilot studies using a novel group treatment approach, we were awarded a planning grant to assemble an interdisciplinary team of experts and develop a multi-center randomized controlled trial (RCT). The proposed study is a three-site RCT to compare the effectiveness and cost-effectiveness of a group-administered behavioral treatment program to no treatment. Women with stress, urgency, or mixed UI will be recruited and screened centrally, evaluated clinically at each of three study sites, and randomly assigned to one of two treatment arms:  1) Group behavioral treatment (GBT) or  2) No treatment. Outcomes will be assessed at 3-, 6-, 9-, and 12-months post-randomization. The primary outcome will be self- reported UI severity as measured by the International Consultation on Incontinence Questionnaire-UI Short Form (ICI-Q), a validated measure for research and practice. Secondary outcome measures will assess frequency of incontinence episodes, volume of urine loss, type of incontinence, pelvic floor muscle strength, patient satisfaction, patient perception of improvement, impact on quality of life, and cost-effectiveness. Once standardized with data to support its clinical effectiveness and cost-effectiveness, group treatment modalities have potential to reach a larger population of older women with UI, not only in traditional medical settings, but also in community settings, significantly reducing the human and economic burden of UI on patients, health care providers, and the health care system as a whole. PHS 398/2590 (Rev. 06/09) Page Continuation Format Page"
Beaumont Health,8981753,2015,1R41AG052223-01A1,R41AG052223,AFARI: A Stylized Adaptive Mobility and Fitness Device for Outdoor Movement,224999,187110,24474,2015-09-01T00:00:00,2016-12-31T00:00:00,2015-08-31T00:00:00,National Institute on Aging,Ryan Michael Beaumont; Vincent  Caccese,RM BEAUMONT CORPORATION,TOPSHAM,ME,https://reporter.nih.gov/project-details/8981753,"ï»¿   
DESCRIPTION (provided by applicant):  Osteoarthritis (OA), diagnosed in over 15% of the US population, is the primary cause of musculoskeletal lower extremity disability. Although there is no cure, exercise remains the core treatment to manage OA regardless of age, comorbidity, pain, severity or disability. Yet, many people with this condition do not engage in regular fitness
and thus may resort to invasive and risky joint replacement surgeries due to pain and decreased mobility, or they may experience health decline due to sedentary lifestyles. The goal of this Phase I STTR proposal is to complete the design, safety and usability testing of AFARI(tm), for use by individuals diagnosed with lower extremity OA. Created to fill an unmet need for populations who without adequate mobility support would be less likely, fully unable, or unwilling to participate in ambulatory exercise, AFARI is a three-wheeled device, and provides the mechanisms to unload body weight. AFARI was created to promote participation in outdoor walking, jogging, or running. Although durable medical equipment (DME) such as walkers, crutches and canes is available to those who need it, DME is minimally functional for outdoor exercise, and is often perceived as stigmatizing and inconvenient. Therefore, many people with lower-extremity OA abandon these devices. AFARI was designed to mitigate abandonment and eliminate a number of barriers to regular outdoor fitness activity by persons with lower-extremity OA. AFARI will allow the user to safely and successfully initiate, maintain, and/or increase the length and intensity of their exercise programs. In preliminary market research for AFARI, respondents indicated that form was as important as function and ease of use if they were to adopt AFARI and the device was designed with these principles in mind. Through this STTR effort, several major barriers to timely commercialization of AFARI will be researched so that they can be eliminated. The safety and stability of AFARI will be proven though mechanical testing and human evaluation. The weight bearing monitoring system will be concurrently validated against bodily weight bearing measures. An evaluation of the reduction in fall risk tested by fear of falling will be undertaken; Data on usability, destigmatizing design, and overall
desirability of AFARI will be collected, and, tasks will be planned to educate clinicians regarding
AFARI and its benefits. To accomplish the objective of this Phase I study, to demonstrate the initial feasibility of AFARI for people with lower extremity OA, such that we can proceed with expanded efforts in Phase II, four specific aims will be met: AIM 1) Validation of the functionalit and safety of AFARI; AIM 2) Concurrent validation of the weight bearing monitoring system; AIM 3) Conducting preliminary usability testing focusing on comfort, function, convenience, stigma reduction, and design preferences, and AIM 4) Planning for clinician education about AFARI.   
   
"
