,grant_key,Unnamed: 0,id,agency,awardeeName,awardeeCity,awardeeStateCode,piFirstName,piLastName,title,date,startDate,expDate,fundsObligatedAmt,abstractText,orgCandidate,_org,org_combo_flag,org_count_flag,is_multi_org_flag
295,id:2111884,1117,2111884,NSF,SEQUITUR HEALTH CORP,SCOTTSDALE,AZ,Marylaura,Thomas,SBIR Phase II:  Point of Care Metabolic Measurement,2021-07-28,2021-08-01,2026-01-31,1214878,"The broader impact/commercial potential of this Small Business Innovation Research (SBIR) Phase II project will be to improve diagnosis of specific disorders with metabolic measurement of whole blood.  It will be used at the point of care as a rapid diagnostic for newborn screening (~3.9 million babies born annually in the U.S.) and as a daily monitoring system for people living with specific diseases (~600,000 people in the U.S.). This will improve clinical outcomes at reduced cost of care.    This Small Business Innovation Research (SBIR) Phase II project will address specific technical challenges in the device design to increase the signal-to-noise ratio, expected to increase by a factor of 10.  The systems engineering and quality control will also be explored to prepare for translation at scale.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",Beaumont Health,Beaumont,Beaumont & Corewell & Spectrum,3,True
296,id:2112062,591,2112062,NSF,DISTRIBUTED SPECTRUM LLC,NEW YORK,NY,Isaac,Struhl,SBIR Phase I:  Ultra-Low-Cost Distributed Spectrum Monitoring,2021-12-29,2022-01-01,2022-12-31,251904,"The broader impact/commercial potential of this Small Business Innovation Research (SBIR) Phase I project is to apply low-cost radiofrequency (RF) sensing hardware to detect, monitor, and localize transmitters in industrial and urban environments. This technology can solve key problems in manufacturing and logistics operations such as finding RF transmitters that are interfering with operations or monitoring the health of radio systems. These activities are required in modern industrial environments as increasing numbers of critical systems rely on radio communications to operate. In urban environments, automating the tasks of detecting, monitoring, and localizing transmitters can simplify the management of large-scale radio networks and gather critical data on wireless device usage. Increased instances of intentional jamming and the rollout of new communications standards such as 5G make these tasks critical to the modern city. Traditionally, such monitoring tasks are conducted manually with expensive spectrum monitoring equipment. Automated installations also utilize expensive sensors, making automated spectrum monitoring only feasible in safety-critical areas such as around airports. Lower-cost sensors can be installed permanently at a high density for almost any application, allowing cities and smaller industrial customers to deploy persistent monitoring networks.    This Small Business Innovation Research (SBIR) Phase I project seeks to deploy high-density networks of low-cost sensors, determine the efficacy of existing detection and localization algorithms as applied to the network, and evaluate novel machine-learning (ML) algorithms for similar tasks. This project will also mitigate the technical risk of deploying such a system by characterizing how well commodity software-defined radio (SDR) hardware can perform across a variety of operational environments. No high-density and large-scale test networks of inexpensive radio hardware have been deployed for the purposes of industrial and urban spectrum monitoring, so data gathered throughout this SBIR Phase I project will be useful in evaluating the viability of this approach. By evaluating ML algorithms for signal detection and localization, this project can help determine how effective machine learning models can be at ingesting RF data from low-cost sensors and synthesizing actionable outputs about the radio environment. The result of this project will be an analysis of the detection and localization performance of a variety of algorithms across different environments and sensor node densities.       This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",Spectrum Health,Spectrum,Spectrum,1,False
297,id:2114753,614,2114753,NSF,Department of Health & Human Services,WASHINGTON,DC,John,Enggren,FY21 Grants.gov,2021-04-29,2021-05-01,2022-05-01,323000,,Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
298,id:2115579,1111,2115579,NSF,The University of Texas Health Science Center at Houston,HOUSTON,TX,Tricia,Zucker,Breaking Stereotypes through Culturally Relevant Storytelling: Optimizing Out-of-school Time STEM Experiences for Elementary-Age Girls to Strengthen their STEM Interest Pathways,2021-07-26,2021-09-01,2025-04-25,2098995,"The U.S. urgently needs the perspective and knowledge of females who are Latinx and African American in STEM fields. Providing early STEM interest pathways for these populations that are historically underrepresented in STEM fields is critical to creating gender equity in the STEM workforce. There are profound inequities in STEM fields for women of color that impact their interest and persistence in these fields. This Research in Service to Practice project will build important knowledge about early pathways for reducing these inequities by developing early interest in STEM. Gender stereotypes around who can do STEM are one of the sociocultural barriers that contributes to girls’ loss of interest in STEM. These stereotypes emerge early and steer young women away from STEM studies and pursuits. Exposing girls to role models is an effective strategy for challenging stereotypes of who belongs and succeeds in STEM. This project will explore how an afterschool program that combines narrative and storytelling approaches, STEM role models, and family supports, sparks elementary-age girls’ interest in STEM and fosters their STEM identity. The project targets K-5 students and families from underrepresented groups (e.g., Latinx and African American) living in poverty. The project will evaluate an inquiry-based, afterschool program that serves both elementary school girls and boys and explores if adding storytelling components to the out-of-school time (OST) learning will better support girls’ interest in STEM. The storytelling features include: 1) shared reading of books featuring females in STEM; 2) students’ own narratives that reminisce about their STEM experiences; and 3) video interviews of female parents and community members with STEM careers. A secondary aim of this project is to build capacity of schools and afterschool providers to deliver and sustain afterschool STEM enrichment experiences. Museum-based informal STEM experts will co-teach with afterschool providers to deliver the Children’s Museum Houston (CMH) curriculum called Afterschool Science, Technology, Engineering, Arts and Math (A’STEAM). Although A’STEAM has been implemented in over 100 sites and shows promise, to scale-up this and other promising afterschool programs, the team will evaluate how professional development resources and the co-facilitation approach can build afterschool educators' capacity to deliver the most promising approaches.    Researchers at the Children’s Learning Institute (CLI) at UTHealth will partner with Museum-based informal STEM educators at CMH, YES Prep, a high performing charter school serving >95% of underrepresented groups, and other afterschool providers serving mostly underrepresented groups experiencing poverty. Storytelling components that highlight females in STEM will be added to an existing afterschool program (A'STEAM Basic).  This derivative program is called A’STEAM Stories. Both instantiations of the afterschool programs (Basic and Stories) include an afterschool educator component (ongoing professional development and coaching), a family component (e.g., home extension activities, in-person, and virtual family learning events), and two age-based groups (K-G2 and G3-G5). Further, the A’STEAM Stories professional development for educators includes training that challenges STEM gender stereotypes and explains how to make science interesting to girls. The 4-year project has four phases. In Phase 1, researchers, CMH, and afterschool educators will adapt the curriculum for scalability and the planned storytelling variation. During Phase 2, the research team will conduct an experimental study to evaluate program impacts on increasing STEM interest and identity and reducing STEM gender stereotypes. To this end, the project’s team will recruit 36 sites and 1200 children across Kindergarten through Grade 5. This experimental phase is designed to produce causal evidence and meet the highest standards for rigorous research. The researchers will randomly assign sites to one of three groups: control, A’STEAM Basic, or A’STEAM Stories. During Phase 3, researchers will follow-up with participating sites to understand if the inclusion of afterschool educators as co-facilitators of the program allowed for sustainability after Museum informal science educator support is withdrawn. In Phase 4, the team will disseminate the afterschool curriculum and conduct two training-of-trainers for local and national afterschool educators. This study uses quantitative and qualitative approaches. Data sources include educator and family surveys, focus groups, and interviews as well as observations of afterschool program instructional quality and analysis of parent-child discourse during a STEM task. Constructs assessed with children include STEM interest, STEM identity, and STEM gender stereotype endorsement as well as standardized measures of vocabulary, science, and math. Findings will increase understanding of how to optimize OST STEM experiences for elementary-age girls and how to strengthen STEM interest for all participants. Further, this project will advance our knowledge of the extent to which scaffolded, co-teaching approaches build capacity of afterschool providers to sustain inquiry-based STEM programs.    This Research in Service to Practice project is funded by the Advancing Informal STEM Learning (AISL) program, which seeks to (a) advance new approaches to and evidence-based understanding of the design and development of STEM learning in informal environments; (b) provide multiple pathways for broadening access to and engagement in STEM learning experiences; (c) advance innovative research on and assessment of STEM learning in informal environments; and (d) engage the public of all ages in learning STEM in informal environments.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",Beaumont Health,Beaumont,Beaumont & Corewell & Spectrum,3,True
299,id:2118743,1105,2118743,NSF,"The University of Tennessee, Memphis - The Health Science Center",MEMPHIS,TN,Jacobus,Prins,Collaborative Research: PPoSS: LARGE: Panorama: Integrated Rack-Scale Acceleration for Computational Pangenomics,2021-09-10,2021-10-01,2026-09-30,611253,"Semiconductor technology scaling is slowing, and as a consequence, computer systems must increasingly rely on a heterogeneous mix of general-purpose and specialized computing engines. At the same time, computer users are tackling new problems with massive datasets that must be manipulated in irregular and rapidly changing ways while maintaining strict privacy guarantees. Efficiently supporting big, sparse, dynamic, and private data to solve large complex problems on heterogeneous systems is one of the grand challenges in software/hardware systems research. To address this grand challenge, the Panorama project is exploring integrated rack-scale acceleration for computational pangenomics. Integrated rack-scale acceleration refers to an emerging computer-systems paradigm that uses tens of tightly integrated computing nodes, each of which includes a mix of general-purpose processors and specialized accelerators interconnected with a special-purpose network. Computational pangenomics refers to a recent trend towards representing genomes, the genetic material of an organism, not as a single linear sequence of DNA base pairs but instead as an intricate network of sequences that efficiently represents the relationships between many individuals' genomes at once. Computational pangenomics naturally captures the trend towards big, sparse, dynamic, and private data and is thus a perfect application domain to explore heterogeneous software/hardware systems research. The project's novelties are: a truly cross-stack approach spanning applications, programming languages, compilers, architecture, security, and privacy including use of a one-of-a-kind Panorama prototype system; new hardware techniques to accelerate domain-specific computing and to unify heterogeneous systems; new software techniques to let programmers harness the performance advantages of heterogeneous systems; and new software/hardware techniques to make such heterogeneous systems more secure. The project's impacts are: to specifically enable computational biologists to better see the ""genetic dark matter"" of population-wide genomics which has been to date hidden, opening up new scientific discoveries; and to more generally enable future computer users to more easily take advantage of heterogeneous computer systems to solve large and complex problems. This project is also pursuing two broader impact initiatives. The first is an ambitious yet concrete initiative to increase participation of under-represented minority students in computer science by developing a low-level computer-systems module for a new four-week summer program targeting rising sophomores. The second involves specific plans to grow the open-source software/hardware ecosystem in the computational-biology and computer-systems communities.    The Panorama project includes a highly interdisciplinary team of researchers across four focus areas: applications (computational biology), programming languages & compilers, computer architecture, and security & privacy. The team is taking a holistic software/hardware co-design approach to explore five tightly interconnected research thrusts. The first three thrusts are structured from top-down across the computing stack. Thrust 1 investigates new computational pangenomics data structures and algorithms and will develop PanoBench, a new benchmark suite suitable for driving the remaining thrusts. Thrust 2 investigates new programming-language and compiler techniques. Thrust 3 investigates new computer architectures with support for a whole-rack manycore with 1M+ cores and a partitioned global address space, unified array-based accelerators, and application-specific accelerator chiplets for computational pangenomics. The final two thrusts cut across both software and hardware. Thrust 4 investigates new security and privacy techniques including scalable secure computation on heterogeneous rack-scale systems, secure rack-scale resource management with auto-tuning, and differential privacy and homomorphic encryption for pangenomics. Thrust 5 involves holistically evaluating the research ideas in the other thrusts through the use of a one-of-a-kind Panorama prototype system.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",Beaumont Health,Beaumont,Beaumont & Corewell & Spectrum,3,True
300,id:2119837,606,2119837,NSF,Oregon Health & Science University,PORTLAND,OR,Daniel,Zuckerman,Quantitative Exploration of Molecular Machine Mechanisms,2021-07-14,2021-08-01,2025-07-31,885852,"The project will investigate the nanoscale ‘molecular machines’ that perform key tasks of biological cells, from importing nutrients to regulating compartment pH levels to synthesizing biomolecules; moreover, a number of educational efforts will accompany the research.  Molecular machines have received intensive scientific scrutiny because of their importance in cell biology, but their complex functions have been difficult to characterize in a quantitative way.  This project will use cutting-edge computational and data-analysis methods to make key strides toward quantification.  The computational analysis will also be used to design further experiments to refine knowledge of these critical systems.  Educational efforts that will supplement the research include developing an online quantitative biophysics course, developing several other online educational resources, and conducting an outreach program with high school students from economically disadvantaged backgrounds.    In further detail, the research project will pursue what can be termed a systems biology approach to molecular machines, attempting to investigate a large set of mechanistic possibilities using advanced computations.  It is already well-established that machines may perform more than one function, and we hypothesize that the underlying sequences of microscopic processes will prove to be heterogeneous when analyzed quantitatively.  A Bayesian inference (BI) pipeline will be developed to infer quantitative models from experimental data, and the research will attempt to improve upon BI for the important class of problems with ~10 parameters.  The main systems to be studied are alternating-access transporters, which use ion gradients to power small-molecule transport, and rotary ATPases, which perform the key final step in activating ATP molecules and also use ATP-derived free energy to pump ions.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
301,id:2124789,596,2124789,NSF,The University of Texas Health Science Center at Houston,HOUSTON,TX,Xiaoqian,Jiang,Collaborative Research: SaTC: CORE: Medium: PREMED: Privacy-Preserving and Robust Computational Phenotyping using Multisite EHR Data,2021-08-25,2021-10-01,2025-09-30,300000,"Tensor analysis offers an effective approach to convert massive Electronic Health Records (EHRs) into meaningful and interpretable clinical concepts, or phenotypes, such as diseases and disease subtypes. It can cluster patients into subgroups and capture the interactions between multiple attributes (e.g., specific procedures used to treat a disease), enabling precision medicine. Effective phenotyping needs to be supported by a large number of diverse samples to avoid potential population bias. A major challenge is how to derive phenotypes jointly across multiple institutions, while preserving individual patients' privacy at each site. The goal of this project is to develop a federated tensor factorization framework for Privacy-preserving, Robust, and Efficient computational phenotyping using Multisite EHR Data (PREMED). While many techniques have been developed for federated learning for each of these goals, their synergy has not been well studied. Communication-efficient techniques such as compression have an intrinsic benefit to privacy (smaller disclosure risks) and robustness (smaller adversarial impact) due to the compressed and obfuscated communication. Further, federated tensor factorization presents unique challenges due to its multi-factor structure and unsupervised nature. The project aims to exploit the synergy between efficiency, privacy, and robustness and address the three interrelated challenges with a holistic approach, while utilizing the multi-factor structure of tensor factorization. The research outcome will allow institutions to jointly perform computational phenotyping using their privacy-protected data effectively and efficiently.     This project includes a set of interrelated objectives including: (1) developing communication-efficient techniques for federated tensor factorization such as local Stochastic Gradient Descent (SGD) to reduce communication frequency; and multi-level compression methods to reduce per-round communication leveraging the multi-factor structure of tensor factorization; (2) developing privacy-preserving federated tensor factorization methods by exploiting the intrinsic privacy benefit of the communication-efficient techniques; and privacy-preserving input synthesization methods that offer more versatility; and (3) developing robust statistical aggregation methods for handling potential Byzantine failures and malicious sites by utilizing the intrinsic robustness benefit of the communication-efficient techniques; and robust learning-based aggregation methods for sparse settings based on truth inference and adaptive site valuation approaches. The project includes case studies using real EHR data from Emory and UTHealth for phenotype discovery and phenotype-based predictive studies in the context of Alzheimer's Disease and Sepsis. The project also includes a set of synergistic activities including organization of multi-site computational phenotyping challenges; development of collaborative sidecar courses; and active involvement of students.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
302,id:2125200,1106,2125200,NSF,RFCUNY d/b/a CUNY Grad School of Public Health & Health Policy,NEW YORK,NY,Nevin,Cohen,SCC-PG Food Environment Equity Dashboard NYC (FEED-NYC),2021-08-12,2021-10-01,2023-03-31,150000,"Urban food systems have not kept pace with other municipal functions deploying smart technologies to improve service access, manage infrastructure, and increase public participation. Food systems data are often incomplete, scattered across agencies, and insufficiently disaggregated to identify racial, ethnic, or spatial disparities. This project prototypes a Food Environment Equity Dashboard (FEED-NYC), a data, information, knowledge, and communications platform, to demonstrate the potential for community-designed smart city technologies to address food systems inequities. The dashboard will organize, analyze, and visualize public and community-generated food systems equity data for New York City, focusing on the persistent problem of high rates of food insecurity. The project aims to explore the technical aspects of an equity-focused data dashboard and the social processes involved in its creation and use. The project team will illustrate how the dashboard can serve as a tool for government to improve program management and for community stakeholders to participate more effectively in advancing socially just food policy. The project’s broader impact will be to show how solutions for smart and connected cities deployed by multi-sector partnerships can address equity and social justice at different scales, in different communities, and in other domains like housing, education, or transportation.    The project involves an interdisciplinary, multi-sector, urban food systems teem in co-designing and prototyping FEED-NYC. This involves design thinking workshops to identify relevant data; assessment of data collection, analysis, and visualization methods; creation of the dashboard prototype; and preparation of three cases illustrating how government officials, NGOs, and other stakeholders can use the dashboard to reduce food insecurity. The prototype assessment explores the technical aspects of an equity-focused data dashboard and the social processes involved in creating and using it, including whether and to what extent data collection and analysis, and visualizations of sociotechnical systems like the food system, function as heuristics to shape strategies and perceived solutions to food insecurity, or perpetuate existing conditions. It explores novel methods of data collection and visualization such as crowd sourcing and big data and develops use cases illustrating the potential social and political effects of an equity-focused data dashboard. The project aims to build a smart and connected community of practice among team members who are from disciplines and sectors that has the capacity to model solutions for smart and connected cities that address social injustice and tackle racial and other inequities at different scales, communities, and urban systems.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",Beaumont Health,Beaumont,Beaumont & Corewell & Spectrum,3,True
303,id:2126195,616,2126195,NSF,Texas Tech University Health Science Center,LUBBOCK,TX,Jennifer,Phy,I-Corps:  Web-based Application for the Treatment of Polycystic Ovary Syndrome (PCOS),2021-03-31,2021-03-15,2022-08-31,50000,"The broader impact/commercial potential of this I-Corps project is the development of a web-based application to help women manage Polycystic Ovary Syndrome (PCOS). PCOS is the most common endocrine disorder in women and leads to higher risk of obesity, heart disease, diabetes, infertility, and cancer. Women with PCOS are using on average 5 to 6 separate apps to manage their symptoms. Many of these apps are not based upon research. Women with PCOS note frustration, confusion and exhaustion trying to determine the right diet and the right way to manage their health problems. Many do not have access to a specialist or even a local health care provider with knowledge of PCOS. The goal is to educate women with PCOS about their unique nutritional and metabolic needs and to offer “one place” for women with PCOS to go for evidence-based advice from experts in this field.    This I-Corps project is based on the development of a web-based application for the treatment of Polycystic Ovary Syndrome (PCOS).  Research has shown that PCOS patients may control and mitigate their symptoms by managing their diet. The unique feature of this diet is that it is not based on counting caloric intakes, rather it is based on eliminating certain elements from the diet. The technology is based on a prospective clinical trial leading to an average weight loss of 19 pounds in 8 weeks without counting calories, carbs or fats. In addition, participants showed a 50% reduction in fasting insulin and a significant reduction in total testosterone as well. The goals of the proposed technology are to provide evidence-based education about PCOS directly to patients, and to relieve some of the burden on health care providers who care for these patients.  The goal is to provide education and treatment based on 10 years of research conducted by nutritional and medical experts for the management of PCOS.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
304,id:2127957,604,2127957,NSF,"EMPO HEALTH, INC.",SAN BRUNO,CA,Eric,Dahlseng,SBIR Phase I:  Feasibility of Automated Computer Vision Analysis of Diabetic Foot Complication Images from an At-Home Non-Intrusive Imaging Mat,2021-08-10,2021-08-15,2023-03-31,256000,"The broader impact/commercial potential of this Small Business Innovation Research (SBIR) Phase I project is to reduce the prevalence of severe diabetic foot ulcers. These ulcers affect one-fourth of patients with diabetes over their lifetimes, significantly impacting mobility and life expectancy. When treatment for an ulcer is too late, the only option is often amputation; in fact, diabetic foot ulcers account for the majority of non-traumatic lower extremity amputations. Reducing the incidence of severe ulcers will improve the health and welfare of the American public as well as mitigate the economic burden of diabetes on the American healthcare system. By some estimates, treatment for diabetic foot ulcers accounts for one-third of all direct diabetic healthcare spending. Therefore, preventing these ulcers would save the US healthcare system tens of billions of dollars per year. The proposed solution will monitor foot ulcers consistently to prevent further damage.    This Small Business Innovation Research (SBIR) Phase I project will develop a computer vision system for detecting and monitoring diabetic foot ulcers with an imaging device. The current standard of care is for patients to inspect their own feet visually every day, but these inspections happen inconsistently and unreliably. If successful, this system will automatically identify patients’ feet consistently across several days and lighting conditions. It will classify late-stage wounds, allowing physicians to monitor progression or healing of ulcers. Further, it will estimate the risk of future ulcers, enabling early-stage intervention.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
305,id:2129088,95,2129088,NSF,The University of Texas Health Science Center at Houston,HOUSTON,TX,Siddharth,Prakash,"Collaborative Research: The Role of Force, Flow, and Female Sex in Heart Development: Bicuspid Aortic Valve in Turner Syndrome",2021-08-19,2021-10-01,2024-09-30,354175,"This research will study how blood flow affects diseases of the heart and blood vessels differently in men and women. The work will lead to new treatments to improve nationwide health. One way to study how diseases affect women and men differently is to include people with Turner Syndrome. Like men, people with Turner Syndrome have only one X chromosome, but they are born with female features. The goal of this research is to identify X chromosome genes that regulate how heart valve cells respond to forces. This force response affects the development of the bicuspid aortic valve, and can create a birth defect. This problem is more common in men than in women, but is 50 times more common in people with Turner Syndrome. People with a bicuspid aortic valve and Turner Syndrome often need to have their aortic valves replaced at a relatively young age. Unfortunately, it is very hard to detect bicuspid aortic valve disease, even with imaging. This research will lead to new treatments for patients who need surgical valve replacement. A broad range of cardiovascular disease patients will benefit from these results, not only those with Turner Syndrome. This project will involve a collaboration between biomedical engineers, geneticists, and cardiologists. The research team will educate the Turner Syndrome community about bioengineering and the research. By training graduate, undergraduate, and high school students, this project will broaden participation of underrepresented groups in research. It will also advance discovery and understanding while promoting teaching, training, and learning.    X chromosome dosage is a novel regulatory factor for endothelial to mesenchymal transformation. Understanding this novel aspect of cell mechanobiology will be broadly relevant to sexually dimorphic development and disease.  This research will address how regulation of endothelial to mesenchymal transformation is involved in bicuspid aortic valve development and fibrocalcific changes of bicuspid valves in adults. Using cells from Turner Syndrome patients, the research team will quantify a role for X chromosome dosage in mechanical regulation of this transformation by controlling the microenvironment, exogenous mechanical stimuli, and patient-specific characteristics. Finally, inducible transgenic approaches will be used to correct X chromosome gene expression and reverse the transformation defects. This data will provide transformational new information on the role of X chromosome genes and their mechanobiology in bicuspid aortic valves and identify new therapeutic targets for related diseases that affect millions of patients.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",Corewell Health,Corewell,Beaumont & Corewell & Spectrum,3,True
306,id:2129148,1098,2129148,NSF,RIFT VALLEY HEALTH COMPANY,LONGMONT,CO,Kelton,Shockey,SBIR Phase I:  A personalized consumer health guidance platform,2022-03-23,2022-04-01,2023-07-31,276000,"The broader impact/commercial potential of this Small Business Innovation Research (SBIR) Phase I project addresses poor long-term public health outcomes stemming from lifestyle choices through an intuitive and effective tool to analyze and optimize their sleep, exercise, nutrition, and mental health. The technology will guide users through an individualized health and well-being analysis based on real-time data that presents an individualized baseline and heat map that helps individuals determine which lifestyle behaviors are most beneficial or detrimental towards their holistic health. This personalized approach seeks to establish new habits, interventions, medications, diets, etc.  This tool may help people to live longer and more fulfilled lives with fewer health concerns and costs.    This Small Business Innovation Research (SBIR) Phase I project determines the viability of objective measurement of health metrics (heart rate, blood pressure, sleep cycles, and exercise) through the integration of already-existent technologies including, but not limited to, wearables and “smart” technologies such as Smart Scales and Smart Blood Pressure cuffs. Additionally, this project will determine the viability of using subjective inputs surrounding diet, mood, and exercise and the ability to draw meaningful correlations between both subjective and objective inputs. This project will develop and validate methods to integrate these two data streams into a health scoring system that may be used to improve physical and mental health and fitness.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",Beaumont Health,Beaumont,Beaumont & Corewell & Spectrum,3,True
307,id:2132076,105,2132076,NSF,Department of Health & Human Services,WASHINGTON,DC,Ann,Blackwell,HEALTH UNIT IAA,2021-07-27,2021-08-01,2022-08-01,518000,,Corewell Health,Corewell,Beaumont & Corewell & Spectrum,3,True
308,id:2132080,101,2132080,NSF,Department of Health & Human Services,WASHINGTON,DC,Richard,Benson,IAA with FOH for WL4Y FY21,2021-08-17,2021-08-15,2022-08-15,49418,,Corewell Health,Corewell,Beaumont & Corewell & Spectrum,3,True
309,id:2135078,1120,2135078,NSF,National Institutes of Health (NIH/OD/OER),BETHESDA,MD,Keith,Tittermary,NSF - NIH/OLAW Memorandum of Understanding Regarding Vertebrate Animal Welfare Issues,2021-07-21,2021-07-15,2026-07-15,75000,,Beaumont Health,Beaumont,Beaumont & Corewell & Spectrum,3,True
310,id:2135097,598,2135097,NSF,Department of Health & Human Services,WASHINGTON,DC,Miranda,Lynch,Outgoing IAA: Improving the Coordination and Effectiveness of Youth Programs,2021-06-04,2021-09-30,2022-09-30,10000,,Spectrum Health,Spectrum,Beaumont & Corewell & Spectrum,3,True
311,id:2135832,1103,2135832,NSF,"Health Technology Innovations, Inc.",PORTLAND,OR,Narasimha,Kumar,SBIR Phase II:  A Cryo-EM Automation and Intelligence Platform for Drug Discovery,2022-01-21,2022-02-01,2024-12-31,1198642,"The broader impact/commercial potential of this Small Business Innovation Research (SBIR) Phase  II project is to improve disease research and drug discovery. Cryogenic Electron Microscopy (cryo-EM) is one of the most impactful and vital tools of biological structure analysis today.  The proposed project improves the current methods to achieve better accuracy and productivity, with faster user training.    The proposed project improves imaging by cryo-EM. The images currently generated by cryo-EM are highly noisy and thus requires extensive processing to build recognizable structures (proteins and others). Single-particle cryo-EM is a method that produces images of individual particles and can potentially analyze biological structures at the single-molecule level.  This project uses Artificial Intelligence/Machine Learning (AI/ML) techniques to mitigate the issues.  AI/ML algorithms can automate the workflow, facilitating quality data and the development of 3D models.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",Beaumont Health,Beaumont,Beaumont & Corewell & Spectrum,3,True
312,id:2147025,77,2147025,NSF,Health Research Incorporated/New York State Department of Health,MENANDS,NY,Ursula,Lauper,Collaborative Research: An integrative framework for decision support models including plumbing system dynamics and value of information to meet Legionella control goals,2022-06-29,2022-08-01,2025-11-30,135000,"Legionella is a waterborne pathogen, that if inhaled, can cause severe illness in humans including Legionnaires’ disease and Pontiac fever. Despite growing knowledge about Legionella aerosolization and inhalation in residential, commercial, and institutional buildings and in healthcare facilities, disease outbreaks are increasing. Since the first Legionella outbreak in 1976, numerous bench, pilot, and field-scale studies have been conducted to develop strategies and guidelines for the mitigation and prevention of disease outbreaks. However, the development of a quantitative framework to predict Legionella disease outbreak in buildings has remained elusive. The overarching goal of this multi-institution collaborative project is to advance the fundamental understanding of Legionella growth in building water systems and leverage this new knowledge to develop and validate a computational model to predict potential hotspots of Legionella growth and exposure in buildings. The successful completion of this project will benefit society through the development of new fundamental knowledge and modeling tools to identify the design/operational parameters and environmental conditions of a building’s premise plumbing system that most affect the growth and persistence of Legionella. Further benefits to society will be achieved through student education and training including the mentoring of two graduate students and an undergraduate student at Arizona State University, the New York State Department of Health, and the College of New Jersey.     Legionella pneumophila (L. pneumophila) is an infectious pathogen of increasing concern due to its ability to cause Legionnaires’ Disease (LD), a severe pneumonia, and the difficulty in controlling the bacteria’s persistence in drinking water systems. L. pneumophila thrives within large premise plumbing systems such as those found in hospitals. Commonly used disinfectants are not effective in eradicating L. pneumophila from premise plumbing systems. In addition, there is no validated model to predict the concentration of viable Legionella cells in a building water system. The overarching goal of this project is to develop and validate a computational model that could predict the growth and persistence of L. pneumophila within a building’s premise plumbing as a function of system design, operational parameters, and environmental conditions. The specific objectives of the research are to: (1) Use state-of-the-art, rapid sampling techniques to quantify Legionella concentrations, water quality parameters, operational parameters, and building design specifications in data-rich buildings with known Legionella problems and/or disease cases where the New York State Department of Health has ongoing partnerships; (2) Derive Legionella kinetic information over a multivariate parameter space using targeted and multifactorial experiments with a combination of parameters including biofilm conditions, disinfectant residual concentrations, temperatures, and nutrient loadings; and (3) Develop and validate a computational model (with site-specific information and updated kinetic information) to predict Legionella persistence and growth in premise plumbing systems that will inform quantitative microbial risk assessment (QMRA) models of LD outbreaks in buildings. The successful completion of this project has the potential for transformative impact through the development of new fundamental knowledge and modeling tools to support more accurate estimates of human health risks associated with LD outbreaks in buildings. To disseminate the findings of this project, the Principal Investigators (PIs) plan to conduct outreach events (including targeted workshops and conferences) to present the results of their research findings and solicit feedback from a broad audience of stakeholders including the Association of American Society of Heating, Refrigerating, and Air-Conditioning Engineers (ASHRAE), the American Water Works Association (AWWA), and the US Environmental Protection Agency (EPA) premise plumbing working group.    This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.",Corewell Health,Corewell,Beaumont & Corewell & Spectrum,3,True
313,id:2149586,99,2149586,NSF,National Institutes of Health (NIH/OD/OER),BETHESDA,MD,William,Starr,iEdison,2021-08-24,2021-09-01,2022-09-01,95000,,Corewell Health,Corewell,Beaumont & Corewell & Spectrum,3,True
